Movie_name,Rating,Duration,Release_year,Genre,Director,Num_Reviews,Metascore,Summary,Sentiment_Score
Maleficent,6.9,97,2014,adventure,Robert Stromberg,410000,56,"A vengeful fairy is driven to curse an infant princess, only to discover that the child could be the one person who can restore peace to their troubled land.",-0.25
Wild,7.1,115,2014,adventure,Jean-Marc Vallée,142000,74,"A chronicle of one woman's 1,100-mile solo hike undertaken as a way to recover from a recent personal tragedy.",0.0
X-Men: Days of Future Past,7.9,132,2014,adventure,Bryan Singer,766000,75,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,-0.425
Bajrangi Bhaijaan,8.1,163,2015,adventure,Kabir Khan,103000,64,An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.,0.05
Goosebumps,6.3,103,2015,adventure,Rob Letterman,98000,60,"A teenager teams up with the daughter of young-adult horror author R.L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.",0.4
Jurassic World,6.9,124,2015,adventure,Colin Trevorrow,698000,59,"A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree.",0.2556818181818182
Mad Max: Fury Road,8.1,120,2015,adventure,George Miller,1200000,90,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max.",-0.25
The Martian,8.0,144,2015,adventure,Ridley Scott,960000,80,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue.",-0.03333333333333333
A Monster Calls,7.4,108,2016,adventure,J.A. Bayona,96000,76,"Conor, a twelve-year-old boy, encounters an ancient tree monster who proceeds to help him cope with his mother's terminal illness and being bullied in school.",0.0
Fantastic Beasts and Where to Find Them,7.2,132,2016,adventure,David Yates,522000,66,"In 1926, magizoologist Newt Scamander arrives in New York during his worldwide tour to research and rescue magical creatures as something mysterious leaves trails of destruction in the city, threatening to expose the wizarding world.",0.21212121212121213
Hunt for the Wilderpeople,7.8,101,2016,adventure,Taika Waititi,147000,81,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,0.012121212121212116
Star Trek Beyond,7.0,122,2016,adventure,Justin Lin,264000,68,"The crew of the USS Enterprise explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy, who puts them, and everything the Federation stands for, to the test.",-0.4318181818181818
The Girl with All the Gifts,6.6,111,2016,adventure,Colm McCarthy,66000,67,A scientist and a teacher living in a dystopian future embark on a journey of survival with a special young girl named Melanie.,0.1523809523809524
The Jungle Book,7.3,106,2016,adventure,Jon Favreau,298000,77,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo.",0.0
The Legend of Tarzan,6.2,110,2016,adventure,David Yates,193000,44,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",0.0
Teenage Mutant Ninja Turtles: Out of the Shadows,5.9,112,2016,adventure,Dave Green,103000,40,"The Turtles get into another battle with their enemy the Shredder, who has acquired new allies: the mutant thugs Bebop and Rocksteady and the alien being Krang.",-0.05681818181818182
Thor: Ragnarok,7.9,130,2017,adventure,Taika Waititi,847000,74,"Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",-0.35
Valerian and the City of a Thousand Planets,6.4,136,2017,adventure,Luc Besson,203000,51,"A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe.",0.05178571428571429
The Count of Monte Cristo,7.7,131,2002,adventure,Kevin Reynolds,154000,61,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",-0.05416666666666667
Jumanji: Welcome to the Jungle,7.0,119,2017,adventure,Jake Kasdan,473000,58,"Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.",-0.07500000000000001
Annihilation,6.8,115,2018,adventure,Alex Garland,376000,79,"A biologist signs up for a dangerous, secret expedition in which the laws of nature don't apply.",-0.5
Avengers: Infinity War,8.4,149,2018,adventure,Anthony Russo,1300000,68,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,0.275
Venom,6.6,112,2018,adventure,Ruben Fleischer,571000,35,"A failed reporter is bonded to an alien entity, one of many symbiotes who have invaded Earth. But the being takes a liking to Earth and decides to protect it.",-0.08333333333333333
Mission: Impossible - Fallout,7.7,147,2018,adventure,Christopher McQuarrie,392000,87,"A group of terrorists plans to detonate three plutonium cores for a simultaneous nuclear attack on different cities. Ethan Hunt, along with his IMF team, sets out to stop the carnage.",0.0
Mortal Engines,6.1,128,2018,adventure,Christian Rivers,147000,44,"In a post-apocalyptic world where cities ride on wheels and consume each other to survive, two people meet in London and try to stop a conspiracy.",-0.125
Aquaman,6.8,143,2018,adventure,James Wan,535000,55,"Arthur Curry, the human-born heir to the underwater kingdom of Atlantis, goes on a quest to prevent a war between the worlds of ocean and land.",0.0
Spider-Man: Into the Spider-Verse,8.4,117,2018,adventure,Bob Persichetti,719000,87,Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.,-0.0625
Avengers: Endgame,8.4,181,2019,adventure,Anthony Russo,1300000,78,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",-0.21666666666666665
Alita: Battle Angel,7.3,122,2019,adventure,Robert Rodriguez,309000,53,"A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is.",-0.25
Charlie's Angels,5.0,118,2019,adventure,Elizabeth Banks,82000,52,"When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all.",-0.13333333333333333
Avane Srimannarayana,7.6,186,2019,adventure,Sachin Ravi,8500,64,"In the pursuit of solving an ancient mystery of Amaravati, Narayana, a corrupt cop must battle the dangerous clan of dacoits and it's fierce leader.",-0.55
Finding Nemo,8.2,100,2003,adventure,Andrew Stanton,1100000,90,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",0.8
Missing Link,6.7,93,2019,adventure,Chris Butler,30000,68,"Mr. Link recruits explorer Sir Lionel Frost to help find his long-lost relatives in the fabled valley of Shangri-La. Along with adventurer Adelina Fortnight, this trio of explorers travel the world to help their new friend.",0.41818181818181815
Mary Poppins Returns,6.7,130,2018,adventure,Rob Marshall,98000,66,"A few decades after her original visit, Mary Poppins, the magical nanny, returns to help the Banks siblings and Michael's children through a difficult time in their lives.",0.04375000000000001
Wonder Woman,7.3,141,2017,adventure,Patty Jenkins,715000,76,"When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",0.2333333333333333
Pokémon: Detective Pikachu,6.5,104,2019,adventure,Rob Letterman,189000,53,"In a world where people collect Pokémon to do battle, a boy comes across an intelligent talking Pikachu who seeks to be a detective.",0.8
Jumanji: The Next Level,6.6,123,2019,adventure,Jake Kasdan,300000,58,"In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game.",0.04444444444444443
Game Night,6.9,100,2018,adventure,John Francis Daley,264000,66,A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.,-0.3125
The Man from U.N.C.L.E.,7.2,116,2015,adventure,Guy Ritchie,345000,56,"In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.",-0.10000000000000002
Spies in Disguise,6.8,102,2019,adventure,Nick Bruno,60000,54,"When the world's best spy is turned into a pigeon, he must rely on his nerdy tech officer to save the world.",1.0
Pete's Dragon,6.7,102,2016,adventure,David Lowery,63000,71,"The adventures of an orphaned boy named Pete and his best friend Elliott, who happens to be a dragon.",1.0
Zack Snyder's Justice League,7.9,242,2021,adventure,Zack Snyder,453000,54,"Determined to ensure that Superman's ultimate sacrifice wasn't in vain, Bruce Wayne recruits a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",0.0
Boss Level,6.8,100,2020,adventure,Joe Carnahan,84000,56,"Trapped in a time loop that constantly repeats the day of his murder, a former special forces agent must unlock the mystery behind his untimely demise.",-0.04857142857142858
Love and Monsters,6.9,109,2020,adventure,Michael Matthews,151000,63,"Seven years after he survived the monster apocalypse, lovably hapless Joel leaves his cozy underground bunker behind on a quest to reunite with his high school sweetheart.",-0.26
Cruella,7.3,134,2021,adventure,Craig Gillespie,278000,59,"During the 1970s London punk rock revolution, young grifter Estella transforms herself into the raucous, revenge-bent Cruella de Vil.",-0.09999999999999999
The Suicide Squad,7.2,132,2021,adventure,James Gunn,429000,72,"Supervillains Harley Quinn, Bloodsport, Peacemaker, and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",-0.1
